22
3	1	3	3	0.855019	0.02	0	a
3	2	3	3	-0.265421	0.03	0	a
3	1	5	5	-1.22904	0.02	0	a
3	2	5	5	-0.494643	0.03	0	a
3	1	6	6	-0.87935	0.02	0	a
3	2	6	6	-0.30384	0.03	0	a
3	5	1	1	1.04143	0.01	0	a
3	1	2	2	1.61793	0.02	0	a
3	2	2	2	0.171201	0.03	0	a
3	1	4	4	0	0.02	0	a
3	2	4	4	0	0.03	0	a
3	1	7	7	0	0.02	0	a
3	2	7	7	0	0.03	0	a
3	1	8	8	-1.0099	0.02	0	a
3	2	8	8	-0.357455	0.03	0	a
3	1	9	9	0	0.02	0	a
3	2	9	9	0	0.03	0	a
1	1	1	4	0.73285	0.02	0	a
1	2	1	4	0.011183	0.03	0	a
2	1	4	5	0.523232	0.02	0	a
2	1	4	6	0.225449	0.02	0	a
2	2	7	8	0.0144485	0.03	0	a
