890
3	1	1	1	-0.9084	0.0005	0	a
3	2	1	1	-0.4855	0.0005	0	a
3	1	2	2	-0.5627	0.0005	0	a
3	2	2	2	-0.1495	0.0005	0	a
3	1	3	3	-0.1991	0.0005	0	a
3	2	3	3	-0.0000	0.0005	0	a
3	1	4	4	-0.0000	0.0005	0	a
3	2	4	4	-0.0000	0.0005	0	a
3	1	5	5	-3.5554	0.0005	0	a
3	2	5	5	-1.2915	0.0005	0	a
3	1	6	6	-1.2103	0.0005	0	a
3	2	6	6	-0.4140	0.0005	0	a
3	1	7	7	-0.0000	0.0005	0	a
3	2	7	7	-0.0000	0.0005	0	a
3	1	8	8	-0.6344	0.0005	0	a
3	2	8	8	-0.0412	0.0005	0	a
3	1	9	9	-0.9526	0.0005	0	a
3	2	9	9	-0.4305	0.0005	0	a
3	1	10	10	-1.5332	0.0005	0	a
3	2	10	10	-0.1309	0.0005	0	a
3	1	11	11	-0.8311	0.0005	0	a
3	2	11	11	-0.2109	0.0005	0	a
3	1	12	12	-0.0000	0.0005	0	a
3	2	12	12	-0.0000	0.0005	0	a
3	1	13	13	-0.5811	0.0005	0	a
3	2	13	13	-0.0993	0.0005	0	a
3	1	14	14	-1.6037	0.0005	0	a
3	2	14	14	-0.5966	0.0005	0	a
3	1	15	15	-1.2554	0.0005	0	a
3	2	15	15	-0.2295	0.0005	0	a
3	1	16	16	-0.0000	0.0005	0	a
3	2	16	16	-0.0000	0.0005	0	a
3	1	17	17	-5.6017	0.0005	0	a
3	2	17	17	-2.1851	0.0005	0	a
3	1	18	18	-0.0000	0.0005	0	a
3	2	18	18	-0.0000	0.0005	0	a
3	1	19	19	-6.0574	0.0005	0	a
3	2	19	19	-0.9969	0.0005	0	a
3	1	20	20	-0.7775	0.0005	0	a
3	2	20	20	-0.0100	0.0005	0	a
3	1	21	21	-0.8034	0.0005	0	a
3	2	21	21	-0.2315	0.0005	0	a
3	1	22	22	-0.2118	0.0005	0	a
3	2	22	22	-0.0697	0.0005	0	a
3	1	23	23	-0.0000	0.0005	0	a
3	2	23	23	-0.0000	0.0005	0	a
3	1	24	24	-0.4499	0.0005	0	a
3	2	24	24	-0.1188	0.0005	0	a
3	1	25	25	-0.2810	0.0005	0	a
3	2	25	25	-0.0909	0.0005	0	a
3	1	26	26	-0.6922	0.0005	0	a
3	2	26	26	-0.1291	0.0005	0	a
3	1	27	27	-0.5453	0.0005	0	a
3	2	27	27	-0.0595	0.0005	0	a
3	1	28	28	-0.0000	0.0005	0	a
3	2	28	28	-0.0000	0.0005	0	a
3	1	29	29	-0.0000	0.0005	0	a
3	2	29	29	-0.0000	0.0005	0	a
3	1	30	30	-0.0000	0.0005	0	a
3	2	30	30	-0.0000	0.0005	0	a
3	1	31	31	-0.8445	0.0005	0	a
3	2	31	31	-0.3184	0.0005	0	a
3	1	32	32	-1.5605	0.0005	0	a
3	2	32	32	-0.1802	0.0005	0	a
3	1	33	33	-0.0000	0.0005	0	a
3	2	33	33	-0.0000	0.0005	0	a
3	1	34	34	-0.4585	0.0005	0	a
3	2	34	34	0.2107	0.0042	0	a
3	1	35	35	-0.8685	0.0005	0	a
3	2	35	35	-0.0000	0.0005	0	a
3	1	36	36	-0.0000	0.0005	0	a
3	2	36	36	-0.0000	0.0005	0	a
3	1	37	37	-0.3935	0.0005	0	a
3	2	37	37	-0.0905	0.0005	0	a
3	1	38	38	-1.9326	0.0005	0	a
3	2	38	38	-0.2913	0.0005	0	a
3	1	39	39	-0.0000	0.0005	0	a
3	2	39	39	-0.0000	0.0005	0	a
3	1	40	40	-0.0000	0.0005	0	a
3	2	40	40	-0.0000	0.0005	0	a
3	1	41	41	-0.5798	0.0005	0	a
3	2	41	41	-0.1174	0.0005	0	a
3	1	42	42	-0.4107	0.0005	0	a
3	2	42	42	-0.1907	0.0005	0	a
3	1	43	43	-0.9248	0.0005	0	a
3	2	43	43	-0.2594	0.0005	0	a
3	1	44	44	0.0504	0.0010	0	a
3	2	44	44	-0.0502	0.0005	0	a
3	1	45	45	-0.6160	0.0005	0	a
3	2	45	45	-0.2809	0.0005	0	a
3	1	46	46	-0.6952	0.0005	0	a
3	2	46	46	-0.0298	0.0005	0	a
3	1	47	47	-0.0994	0.0005	0	a
3	2	47	47	-0.0100	0.0005	0	a
3	1	48	48	-0.2182	0.0005	0	a
3	2	48	48	-0.0994	0.0005	0	a
3	1	49	49	-0.9710	0.0005	0	a
3	2	49	49	-0.2009	0.0005	0	a
3	1	50	50	-0.1396	0.0005	0	a
3	2	50	50	-0.0101	0.0005	0	a
3	1	51	51	-2.1597	0.0005	0	a
3	2	51	51	-1.0661	0.0005	0	a
3	1	52	52	-0.0000	0.0005	0	a
3	2	52	52	-0.0000	0.0005	0	a
3	1	53	53	-2.2896	0.0005	0	a
3	2	53	53	-1.0969	0.0005	0	a
3	1	54	54	-0.0000	0.0005	0	a
3	2	54	54	-0.0000	0.0005	0	a
3	1	55	55	-0.7000	0.0005	0	a
3	2	55	55	-0.0504	0.0005	0	a
3	1	56	56	-0.0000	0.0005	0	a
3	2	56	56	-0.0000	0.0005	0	a
3	1	57	57	-0.0000	0.0005	0	a
3	2	57	57	-0.0000	0.0005	0	a
3	1	58	58	-0.5637	0.0005	0	a
3	2	58	58	-0.2007	0.0005	0	a
3	1	59	59	-1.1505	0.0005	0	a
3	2	59	59	-0.3771	0.0005	0	a
3	1	60	60	-0.5681	0.0005	0	a
3	2	60	60	-0.1890	0.0005	0	a
3	1	61	61	-2.2619	0.0005	0	a
3	2	61	61	-0.7136	0.0005	0	a
3	1	62	62	-0.0000	0.0005	0	a
3	2	62	62	-0.0000	0.0005	0	a
3	1	63	63	-2.0643	0.0005	0	a
3	2	63	63	-0.7259	0.0005	0	a
3	1	64	64	-0.7379	0.0005	0	a
