40	25									
137	Weibull	0	1	8	3	7.1438	6.58	1.2	16	25
243	Weibull	0	1	8	3	7.1438	10.11	1.2	16	25
337	Beta	0	6.2100	2.2222	2.2222
353	Weibull	0	1	8	3	7.1438	6.93	1.2	16	25
417	Beta	0	4.5200	2.2222	2.2222
429	Beta	0	7.7600	2.2222	2.2222
435	Weibull	0	1	8	3	7.1438	9.13	1.2	16	25
439	Beta	0	7.4200	2.2222	2.2222
495	Weibull	0	1	8	3	7.1438	10.31	1.2	16	25
527	Weibull	0	1	8	3	7.1438	11.66	1.2	16	25
138	Dependent	137	0.3559
244	Dependent	243	0.1444
338	Dependent	337	-0.1410
354	Dependent	353	0.2045
418	Dependent	417	0.1230
430	Dependent	429	0.5071
436	Dependent	435	0.1244
440	Dependent	439	-0.06222
496	Dependent	495	0.1506
528	Dependent	527	0.4019

533	Normal	-0.042	0.008
535	Normal	-0.027	0.004
547	Normal	-0.048	0.008
569	Normal	-0.030	0.004
573	Normal	-0.025	0.004
583	Normal	-0.350	0.14
585	Normal	-0.290	0.14
597	Normal	-0.037	0.008
534	Dependent	533	0.4728
536	Dependent	535	0.3444
548	Dependent	547	0.3250
570	Dependent	569	0.3256
574	Dependent	573	0.3502
584	Dependent	583	-0.3422
586	Dependent	585	0.7674
598	Dependent	597	0.3307
589	Weibull	0	1	8	3	7.1438	1	1.2	16	25
591	Weibull	0	1	8	3	7.1438	0.4	1.2	16	25
590	Dependent	589	0.4342
592	Dependent	591	0.5

3	0.0558353	0.436820	0.01
4	0.0558414	0.648980	0.01
5	0.0420957	0.374860	0.01
6	0.0420957	0.374860	0.01
7	0.0421069	0.380460	0.01
8	0	0.152000	0.003
9	0	0.800000	0.01
10	0.2253304	0.246660	0.01
11	0.2253709	0.493320	0.01
12	0.2253709	0.493320	0.01
13	0.1760846	0.432860	0.01
14	0.1760846	0.432860	0.01
15	0.7643040	0.070260	0.003
16	1.1616532	0.952780	0.01
17	0.1575874	2.815200	0.02
18	0.1575927	3.220200	0.02
19	0.1690872	3.944000	0.02
20	0.1690916	3.615200	0.02
21	0.1487124	2.966800	0.02
22	0.1496937	2.057000	0.02
23	0.2262223	0.246660	0.01
24	0.1575914	4.672400	0.02
25	0.1575933	4.884600	0.02
26	0.1575911	4.805600	0.02
27	1.1615239	0.063520	0.003
