154
1	1	1	1	0	138.0000
2	2	0	1	0	138.0000
3	3	0	1	0	138.0000
4	4	1	1	0	138.0000
5	5	0	1	0	138.0000
6	6	1	1	0	138.0000
7	7	0	1	0	138.0000
8	8	1	1	0	345.0000
9	9	0	1	0	345.0000
10	10	1	1	0	345.0000
11	11	0	1	0	138.0000
12	12	1	1	0	138.0000
13	13	0	1	0	138.0000
14	14	0	1	0	138.0000
15	15	1	1	0	138.0000
16	16	0	1	0	138.0000
17	17	0	1	0	138.0000
18	18	1	1	0	138.0000
19	19	1	1	0	138.0000
20	20	0	1	0	138.0000
21	21	0	1	0	138.0000
22	22	0	1	0	138.0000
23	23	0	1	0	138.0000
24	24	1	1	0	138.0000
25	25	1	1	0	138.0000
26	26	1	1	0	345.0000
27	27	1	1	0	138.0000
28	28	0	1	0	138.0000
29	29	0	1	0	138.0000
30	30	0	1	0	345.0000
31	31	1	1	0	138.0000
32	32	1	1	0	138.0000
33	33	0	1	0	138.0000
34	34	1	1	0	138.0000
35	35	0	1	0	138.0000
36	36	1	1	0	138.0000
37	37	0	1	0	138.0000
38	38	0	1	0	345.0000
39	39	0	1	0	138.0000
40	40	1	1	0	138.0000
41	41	0	1	0	138.0000
42	42	1	1	0	138.0000
43	43	0	1	0	138.0000
44	44	0	1	0	138.0000
45	45	0	1	0	138.0000
46	46	1	1	0	138.0000
47	47	0	1	0	138.0000
48	48	0	1	0	138.0000
49	49	1	1	0	138.0000
50	50	0	1	0	138.0000
51	51	0	1	0	138.0000
52	52	0	1	0	138.0000
53	53	0	1	0	138.0000
54	54	1	1	0	138.0000
55	55	1	1	0	138.0000
56	56	1	1	0	138.0000
57	57	0	1	0	138.0000
58	58	0	1	0	138.0000
59	59	1	1	0	138.0000
60	60	0	1	0	138.0000
61	61	1	1	0	138.0000
62	62	1	1	0	138.0000
63	63	0	1	0	345.0000
64	64	0	1	0	345.0000
65	65	1	1	0	345.0000
66	66	1	1	0	138.0000
67	67	0	1	0	138.0000
68	68	0	1	0	345.0000
69	69	2	1	0	138.0000
70	70	1	1	0	138.0000
71	71	0	1	0	138.0000
72	72	1	1	0	138.0000
73	73	1	1	0	138.0000
74	74	1	1	0	138.0000
75	75	0	1	0	138.0000
76	76	1	1	0	138.0000
77	77	1	1	0	138.0000
78	78	0	1	0	138.0000
79	79	0	1	0	138.0000
80	80	1	1	0	138.0000
81	81	0	1	0	345.0000
82	82	0	1	0	138.0000
83	83	0	1	0	138.0000
84	84	0	1	0	138.0000
85	85	1	1	0	138.0000
86	86	0	1	0	138.0000
87	87	1	1	0	161.0000
88	88	0	1	0	138.0000
89	89	1	1	0	138.0000
90	90	1	1	0	138.0000
91	91	1	1	0	138.0000
92	92	1	1	0	138.0000
93	93	0	1	0	138.0000
94	94	0	1	0	138.0000
95	95	0	1	0	138.0000
96	96	0	1	0	138.0000
97	97	0	1	0	138.0000
98	98	0	1	0	138.0000
99	99	1	1	0	138.0000
100	100	1	1	0	138.0000
101	101	0	1	0	138.0000
102	102	0	1	0	138.0000
103	103	1	1	0	138.0000
104	104	1	1	0	138.0000
105	105	1	1	0	138.0000
106	106	0	1	0	138.0000
107	107	1	1	0	138.0000
108	108	0	1	0	138.0000
109	109	0	1	0	138.0000
110	110	1	1	0	138.0000
111	111	1	1	0	138.0000
112	112	1	1	0	138.0000
113	113	1	1	0	138.0000
114	114	0	1	0	138.0000
115	115	0	1	0	138.0000
116	116	1	1	0	138.0000
117	117	0	1	0	138.0000
118	118	0	1	0	138.0000
119	119	0	1	0	12.5000
120	120	0	1	0	12.5000
121	121	1	1	0	12.5000
122	122	0	1	0	12.5000
123	123	0	1	0	12.5000
124	124	0	1	0	12.5000
125	125	0	1	0	12.5000
126	126	0	1	0	12.5000
127	127	0	1	0	12.5000
128	128	0	1	0	12.5000
129	129	0	1	0	12.5000
130	130	0	1	0	12.5000
131	131	0	1	0	12.5000
132	132	0	1	0	12.5000
133	133	0	1	0	12.5000
134	134	0	1	0	12.5000
135	135	0	1	0	12.5000
136	136	0	1	0	12.5000
137	137	0	1	0	12.5000
138	138	0	1	0	12.5000
139	139	0	1	0	12.5000
140	140	0	1	0	12.5000
141	141	0	1	0	12.5000
142	142	1	1	0	12.5000
143	143	0	1	0	12.5000
144	144	0	1	0	12.5000
145	145	0	1	0	12.5000
146	146	0	1	0	12.5000
147	147	0	1	0	12.5000
148	148	0	1	0	12.5000
149	149	0	1	0	12.5000
150	150	0	1	0	12.5000
151	151	0	1	0	12.5000
152	152	0	1	0	12.5000
153	153	0	1	0	12.5000
154	154	0	1	0	12.5000
