415
3	1	1	1	-0.5083	0.0102	0	a
3	2	1	1	-0.3032	0.0060	0	a
3	1	2	2	-0.2006	0.0040	0	a
3	2	2	2	-0.0903	0.0018	0	a
3	1	3	3	-0.3908	0.0078	0	a
3	2	3	3	-0.1000	0.0020	0	a
3	1	4	4	-0.3914	0.0078	0	a
3	2	4	4	-0.2692	0.0054	0	a
3	1	5	5	0.0000	0.0005	0	a
3	2	5	5	0.0000	0.0005	0	a
3	1	6	6	-0.5156	0.0104	0	a
3	2	6	6	-0.0605	0.0012	0	a
3	1	7	7	-0.1896	0.0038	0	a
3	2	7	7	-0.0200	0.0005	0	a
3	1	8	8	-0.2776	0.0056	0	a
3	2	8	8	0.6327	0.0126	0	a
3	1	9	9	0.0000	0.0005	0	a
3	2	9	9	0.0000	0.0005	0	a
3	1	10	10	4.5167	0.0900	0	a
3	2	10	10	-0.5079	0.0102	0	a
3	1	11	11	-0.7048	0.0140	0	a
3	2	11	11	-0.2279	0.0046	0	a
3	1	12	12	0.3777	0.0076	0	a
3	2	12	12	0.8185	0.0162	0	a
3	1	13	13	-0.3384	0.0068	0	a
3	2	13	13	-0.1604	0.0032	0	a
3	1	14	14	-0.1394	0.0028	0	a
3	2	14	14	-0.0100	0.0005	0	a
3	1	15	15	-0.9083	0.0180	0	a
3	2	15	15	-0.2360	0.0047	0	a
3	1	16	16	-0.2512	0.0050	0	a
3	2	16	16	-0.0998	0.0020	0	a
3	1	17	17	-0.1093	0.0022	0	a
3	2	17	17	-0.0301	0.0006	0	a
3	1	18	18	-0.6012	0.0120	0	a
3	2	18	18	-0.0619	0.0012	0	a
3	1	19	19	-0.4508	0.0090	0	a
3	2	19	19	-0.3947	0.0079	0	a
3	1	20	20	-0.1812	0.0036	0	a
3	2	20	20	-0.0298	0.0006	0	a
3	1	21	21	-0.1391	0.0028	0	a
3	2	21	21	-0.0802	0.0016	0	a
3	1	22	22	-0.0996	0.0020	0	a
3	2	22	22	-0.0502	0.0010	0	a
3	1	23	23	-0.0706	0.0014	0	a
3	2	23	23	-0.0302	0.0006	0	a
3	1	24	24	-0.1302	0.0026	0	a
3	2	24	24	0.1522	0.0031	0	a
3	1	25	25	2.1983	0.0440	0	a
3	2	25	25	0.4838	0.0098	0	a
3	1	26	26	3.1557	0.0628	0	a
3	2	26	26	0.0864	0.0017	0	a
3	1	27	27	-0.7079	0.0142	0	a
3	2	27	27	-0.0935	0.0019	0	a
3	1	28	28	-0.1717	0.0034	0	a
3	2	28	28	-0.0697	0.0014	0	a
3	1	29	29	-0.2399	0.0048	0	a
3	2	29	29	-0.0398	0.0008	0	a
3	1	30	30	-0.0000	0.0005	0	a
3	2	30	30	-0.0000	0.0005	0	a
3	1	31	31	-0.3589	0.0072	0	a
3	2	31	31	0.0552	0.0011	0	a
3	1	32	32	-0.5852	0.0118	0	a
3	2	32	32	-0.4113	0.0082	0	a
3	1	33	33	-0.2297	0.0046	0	a
3	2	33	33	-0.0902	0.0018	0	a
3	1	34	34	-0.5909	0.0118	0	a
3	2	34	34	-0.4462	0.0089	0	a
3	1	35	35	-0.3295	0.0066	0	a
3	2	35	35	-0.0909	0.0018	0	a
3	1	36	36	-0.3116	0.0062	0	a
3	2	36	36	-0.0893	0.0018	0	a
3	1	37	37	-0.0000	0.0005	0	a
3	2	37	37	-0.0000	0.0005	0	a
3	1	38	38	0.0000	0.0005	0	a
3	2	38	38	0.0000	0.0005	0	a
3	1	39	39	-0.2720	0.0054	0	a
3	2	39	39	-0.1110	0.0022	0	a
3	1	40	40	-0.6610	0.0132	0	a
3	2	40	40	0.0496	0.0010	0	a
3	1	41	41	-0.3688	0.0074	0	a
3	2	41	41	-0.1008	0.0020	0	a
3	1	42	42	-0.9647	0.0192	0	a
3	2	42	42	0.1953	0.0039	0	a
3	1	43	43	-0.1809	0.0036	0	a
3	2	43	43	-0.0696	0.0014	0	a
3	1	44	44	-0.1601	0.0032	0	a
3	2	44	44	-0.0806	0.0016	0	a
3	1	45	45	-0.5301	0.0106	0	a
3	2	45	45	-0.2204	0.0044	0	a
3	1	46	46	-0.0895	0.0018	0	a
3	2	46	46	-0.1283	0.0026	0	a
3	1	47	47	-0.3421	0.0068	0	a
3	2	47	47	0.0000	0.0005	0	a
3	1	48	48	-0.2013	0.0040	0	a
3	2	48	48	-0.1093	0.0022	0	a
3	1	49	49	1.1676	0.0234	0	a
