256
1	2	0	1	0.030300	0.099900	0.025400	1	a
1	3	0	1	0.012900	0.042400	0.010820	1	a
4	5	0	1	0.001760	0.007980	0.002100	1	a
3	5	0	1	0.024100	0.108000	0.028400	1	a
5	6	0	1	0.011900	0.054000	0.014260	1	a
6	7	0	1	0.004590	0.020800	0.005500	1	a
8	9	0	1	0.002440	0.030500	1.162000	1	a
5	8	1	1	0.000000	0.026700	0.985000	1	a
9	10	0	1	0.002580	0.032200	1.230000	1	a
4	11	0	1	0.020900	0.068800	0.017480	1	a
5	11	0	1	0.020300	0.068200	0.017380	1	a
11	12	0	1	0.005950	0.019600	0.005020	1	a
2	12	0	1	0.018700	0.061600	0.015720	1	a
3	12	0	1	0.048400	0.160000	0.040600	1	a
7	12	0	1	0.008620	0.034000	0.008740	1	a
11	13	0	1	0.022250	0.073100	0.018760	1	a
12	14	0	1	0.021500	0.070700	0.018160	1	a
13	15	0	1	0.074400	0.244400	0.062680	1	a
14	15	0	1	0.059500	0.195000	0.050200	1	a
12	16	0	1	0.021200	0.083400	0.021400	1	a
15	17	0	1	0.013200	0.043700	0.044400	1	a
16	17	0	1	0.045400	0.180100	0.046600	1	a
17	18	0	1	0.012300	0.050500	0.012980	1	a
18	19	0	1	0.011190	0.049300	0.011420	1	a
19	20	0	1	0.025200	0.117000	0.029800	1	a
15	19	0	1	0.012000	0.039400	0.010100	1	a
20	21	0	1	0.018300	0.084900	0.021600	1	a
21	22	0	1	0.020900	0.097000	0.024600	1	a
22	23	0	1	0.034200	0.159000	0.040400	1	a
23	24	0	1	0.013500	0.049200	0.049800	1	a
23	25	0	1	0.015600	0.080000	0.086400	1	a
25	26	1	1	0.000000	0.038200	0.960000	1	a
25	27	0	1	0.031800	0.163000	0.176400	1	a
27	28	0	1	0.019130	0.085500	0.021600	1	a
28	29	0	1	0.023700	0.094300	0.023800	1	a
17	30	1	1	0.000000	0.038800	0.960000	1	a
8	30	0	1	0.004310	0.050400	0.514000	1	a
26	30	0	1	0.007990	0.086000	0.908000	1	a
17	31	0	1	0.047400	0.156300	0.039900	1	a
29	31	0	1	0.010800	0.033100	0.008300	1	a
23	32	0	1	0.031700	0.115300	0.117300	1	a
31	32	0	1	0.029800	0.098500	0.025100	1	a
27	32	0	1	0.022900	0.075500	0.019260	1	a
15	33	0	1	0.038000	0.124400	0.031940	1	a
19	34	0	1	0.075200	0.247000	0.063200	1	a
35	36	0	1	0.002240	0.010200	0.002680	1	a
35	37	0	1	0.011000	0.049700	0.013180	1	a
33	37	0	1	0.041500	0.142000	0.036600	1	a
34	36	0	1	0.008710	0.026800	0.005680	1	a
34	37	0	1	0.002560	0.009400	0.009840	1	a
37	38	1	1	0.000000	0.037500	0.935000	1	a
37	39	0	1	0.032100	0.106000	0.027000	1	a
37	40	0	1	0.059300	0.168000	0.042000	1	a
30	38	0	1	0.004640	0.054000	0.422000	1	a
39	40	0	1	0.018400	0.060500	0.015520	1	a
40	41	0	1	0.014500	0.048700	0.012220	1	a
40	42	0	1	0.055500	0.183000	0.046600	1	a
41	42	0	1	0.041000	0.135000	0.034400	1	a
43	44	0	1	0.060800	0.245400	0.060680	1	a
34	43	0	1	0.041300	0.168100	0.042260	1	a
44	45	0	1	0.022400	0.090100	0.022400	1	a
45	46	0	1	0.040000	0.135600	0.033200	1	a
46	47	0	1	0.038000	0.127000	0.031600	1	a
46	48	0	1	0.060100	0.189000	0.047200	1	a
47	49	0	1	0.019100	0.062500	0.016040	1	a
42	49	0	1	0.071500	0.323000	0.086000	1	a
42	49	0	1	0.071500	0.323000	0.086000	1	a
45	49	0	1	0.068400	0.186000	0.044400	1	a
48	49	0	1	0.017900	0.050500	0.012580	1	a
49	50	0	1	0.026700	0.075200	0.018740	1	a
49	51	0	1	0.048600	0.137000	0.034200	1	a
51	52	0	1	0.020300	0.058800	0.013960	1	a
52	53	0	1	0.040500	0.163500	0.040580	1	a
53	54	0	1	0.026300	0.122000	0.031000	1	a
49	54	0	1	0.073000	0.289000	0.073800	1	a
49	54	0	1	0.086900	0.291000	0.073000	1	a
54	55	0	1	0.016900	0.070700	0.020200	1	a
54	56	0	1	0.002750	0.009550	0.007320	1	a
55	56	0	1	0.004880	0.015100	0.003740	1	a
56	57	0	1	0.034300	0.096600	0.024200	1	a
50	57	0	1	0.047400	0.134000	0.033200	1	a
56	58	0	1	0.034300	0.096600	0.024200	1	a
51	58	0	1	0.025500	0.071900	0.017880	1	a
54	59	0	1	0.050300	0.229300	0.059800	1	a
56	59	0	1	0.082500	0.251000	0.056900	1	a
56	59	0	1	0.080300	0.239000	0.053600	1	a
55	59	0	1	0.047390	0.215800	0.056460	1	a
59	60	0	1	0.031700	0.145000	0.037600	1	a
59	61	0	1	0.032800	0.150000	0.038800	1	a
60	61	0	1	0.002640	0.013500	0.014560	1	a
60	62	0	1	0.012300	0.056100	0.014680	1	a
61	62	0	1	0.008240	0.037600	0.009800	1	a
59	63	1	1	0.000000	0.038600	0.960000	1	a
63	64	0	1	0.001720	0.020000	0.216000	1	a
61	64	1	1	0.000000	0.026800	0.985000	1	a
38	65	0	1	0.009010	0.098600	1.046000	1	a
64	65	0	1	0.002690	0.030200	0.380000	1	a
49	66	0	1	0.018000	0.091900	0.024800	1	a
49	66	0	1	0.018000	0.091900	0.024800	1	a
62	66	0	1	0.048200	0.218000	0.057800	1	a
62	67	0	1	0.025800	0.117000	0.031000	1	a
66	65	1	1	0.000000	0.037000	0.935000	1	a
66	67	0	1	0.022400	0.101500	0.026820	1	a
65	68	0	1	0.001380	0.016000	0.638000	1	a
47	69	0	1	0.084400	0.277800	0.070920	1	a
49	69	0	1	0.098500	0.324000	0.082800	1	a
69	68	1	1	0.000000	0.037000	0.935000	1	a
69	70	0	1	0.030000	0.127000	0.122000	1	a
24	70	0	1	0.002210	0.411500	0.101980	1	a
70	71	0	1	0.008820	0.035500	0.008780	1	a
24	72	0	1	0.048800	0.196000	0.048800	1	a
71	72	0	1	0.044600	0.180000	0.044440	1	a
71	73	0	1	0.008660	0.045400	0.011780	1	a
70	74	0	1	0.040100	0.132300	0.033680	1	a
70	75	0	1	0.042800	0.141000	0.036000	1	a
69	75	0	1	0.040500	0.122000	0.124000	1	a
74	75	0	1	0.012300	0.040600	0.010340	1	a
76	77	0	1	0.044400	0.148000	0.036800	1	a
69	77	0	1	0.030900	0.101000	0.103800	1	a
75	77	0	1	0.060100	0.199900	0.049780	1	a
77	78	0	1	0.003760	0.012400	0.012640	1	a
78	79	0	1	0.005460	0.024400	0.006480	1	a
77	80	0	1	0.017000	0.048500	0.047200	1	a
77	80	0	1	0.029400	0.105000	0.022800	1	a
79	80	0	1	0.015600	0.070400	0.018700	1	a
68	81	0	1	0.001750	0.020200	0.808000	1	a
80	81	1	1	0.000000	0.037000	0.935000	1	a
77	82	0	1	0.029800	0.085300	0.081740	1	a
82	83	0	1	0.011200	0.036650	0.037960	1	a
83	84	0	1	0.062500	0.132000	0.025800	1	a
83	85	0	1	0.043000	0.148000	0.034800	1	a
84	85	0	1	0.030200	0.064100	0.012340	1	a
85	86	0	1	0.035000	0.123000	0.027600	1	a
87	86	1	1	0.028280	0.207400	1.000000	1	a
85	88	0	1	0.020000	0.102000	0.027600	1	a
85	89	0	1	0.023900	0.173000	0.047000	1	a
88	89	0	1	0.013900	0.071200	0.019340	1	a
89	90	0	1	0.051800	0.188000	0.052800	1	a
89	90	0	1	0.023800	0.099700	0.106000	1	a
90	91	0	1	0.025400	0.083600	0.021400	1	a
89	92	0	1	0.009900	0.050500	0.054800	1	a
89	92	0	1	0.039300	0.158100	0.041400	1	a
91	92	0	1	0.038700	0.127200	0.032680	1	a
92	93	0	1	0.025800	0.084800	0.021800	1	a
92	94	0	1	0.048100	0.158000	0.040600	1	a
93	94	0	1	0.022300	0.073200	0.018760	1	a
94	95	0	1	0.013200	0.043400	0.011100	1	a
80	96	0	1	0.035600	0.182000	0.049400	1	a
82	96	0	1	0.016200	0.053000	0.054400	1	a
94	96	0	1	0.026900	0.086900	0.023000	1	a
80	97	0	1	0.018300	0.093400	0.025400	1	a
80	98	0	1	0.023800	0.108000	0.028600	1	a
80	99	0	1	0.045400	0.206000	0.054600	1	a
92	100	0	1	0.064800	0.295000	0.047200	1	a
94	100	0	1	0.017800	0.058000	0.060400	1	a
95	96	0	1	0.017100	0.054700	0.014740	1	a
96	97	0	1	0.017300	0.088500	0.024000	1	a
98	100	0	1	0.039700	0.179000	0.047600	1	a
99	100	0	1	0.018000	0.081300	0.021600	1	a
100	101	0	1	0.027700	0.126200	0.032800	1	a
92	102	0	1	0.012300	0.055900	0.014640	1	a
101	102	0	1	0.024600	0.112000	0.029400	1	a
100	103	0	1	0.016000	0.052500	0.053600	1	a
100	104	0	1	0.045100	0.204000	0.054100	1	a
103	104	0	1	0.046600	0.158400	0.040700	1	a
103	105	0	1	0.053500	0.162500	0.040800	1	a
100	106	0	1	0.060500	0.229000	0.062000	1	a
104	105	0	1	0.009940	0.037800	0.009860	1	a
105	106	0	1	0.014000	0.054700	0.014340	1	a
105	107	0	1	0.053000	0.183000	0.047200	1	a
105	108	0	1	0.026100	0.070300	0.018440	1	a
106	107	0	1	0.053000	0.183000	0.047200	1	a
108	109	0	1	0.010500	0.028800	0.007600	1	a
103	110	0	1	0.039060	0.181300	0.046100	1	a
109	110	0	1	0.027800	0.076200	0.020200	1	a
110	111	0	1	0.022000	0.075500	0.020000	1	a
110	112	0	1	0.024700	0.064000	0.062000	1	a
17	113	0	1	0.009130	0.030100	0.007680	1	a
32	113	0	1	0.061500	0.203000	0.051800	1	a
32	114	0	1	0.013500	0.061200	0.016280	1	a
27	115	0	1	0.016400	0.074100	0.019720	1	a
114	115	0	1	0.002300	0.010400	0.002760	1	a
116	68	1	1	0.000340	0.004050	1.000000	1	a
12	117	0	1	0.032900	0.140000	0.035800	1	a
75	118	0	1	0.014500	0.048100	0.011980	1	a
76	118	0	1	0.016400	0.054400	0.013560	1	a
119	120	0	1	0.000050	0.000354	0.000000	1	a
120	121	0	1	0.000312	0.006753	0.000000	1	a
121	122	0	1	0.000431	0.001204	0.000350	1	a
122	123	0	1	0.000601	0.001677	0.000490	1	a
123	124	0	1	0.000316	0.000882	0.000260	1	a
124	125	0	1	0.000896	0.002502	0.000730	1	a
125	126	0	1	0.000295	0.000824	0.000240	1	a
126	127	0	1	0.001720	0.002120	0.000460	1	a
127	128	0	1	0.004070	0.003053	0.000510	1	a
122	129	0	1	0.001706	0.002209	0.000430	1	a
121	130	0	1	0.002910	0.003768	0.000740	1	a
130	131	0	1	0.002222	0.002877	0.000560	1	a
131	132	0	1	0.004803	0.006218	0.001220	1	a
131	133	0	1	0.003985	0.005160	0.001010	1	a
133	134	0	1	0.002910	0.003768	0.000740	1	a
133	135	0	1	0.003727	0.004593	0.001000	1	a
135	136	0	1	0.001104	0.001360	0.001180	1	a
119	24	1	1	0.000000	0.037000	1.010000	1	a
137	138	0	1	0.000050	0.000354	0.000000	1	a
138	139	0	1	0.000312	0.006753	0.000000	1	a
139	140	0	1	0.000431	0.001204	0.000350	1	a
140	141	0	1	0.000601	0.001677	0.000490	1	a
141	142	0	1	0.000316	0.000882	0.000260	1	a
142	143	0	1	0.000896	0.002502	0.000730	1	a
143	144	0	1	0.000295	0.000824	0.000240	1	a
144	145	0	1	0.001720	0.002120	0.000460	1	a
145	146	0	1	0.004070	0.003053	0.000510	1	a
140	147	0	1	0.001706	0.002209	0.000430	1	a
139	148	0	1	0.002910	0.003768	0.000740	1	a
148	149	0	1	0.002222	0.002877	0.000560	1	a
149	150	0	1	0.004803	0.006218	0.001220	1	a
149	151	0	1	0.003985	0.005160	0.001010	1	a
151	152	0	1	0.002910	0.003768	0.000740	1	a
151	153	0	1	0.003727	0.004593	0.001000	1	a
153	154	0	1	0.001104	0.001360	0.001180	1	a
137	60	1	1	0.000000	0.037000	0.985000	1	a
5	5	0	1	0.0000	-0.4000	0.0000	1	a
34	34	0	1	0.0000	0.1400	0.0000	1	a
37	37	0	1	0.0000	-0.2500	0.0000	1	a
44	44	0	1	0.0000	0.1000	0.0000	1	a
45	45	0	1	0.0000	0.1000	0.0000	1	a
46	46	0	1	0.0000	0.1000	0.0000	1	a
48	48	0	1	0.0000	0.1500	0.0000	1	a
74	74	0	1	0.0000	0.1200	0.0000	1	a
79	79	0	1	0.0000	0.2000	0.0000	1	a
82	82	0	1	0.0000	0.2000	0.0000	1	a
83	83	0	1	0.0000	0.1000	0.0000	1	a
105	105	0	1	0.0000	0.2000	0.0000	1	a
107	107	0	1	0.0000	0.0600	0.0000	1	a
110	110	0	1	0.0000	0.0600	0.0000	1	a
120	120	0	1	0.0000	0.0120	0.0000	1	a
122	122	0	1	0.0000	0.0105	0.0000	1	a
123	123	0	1	0.0000	0.0060	0.0000	1	a
124	124	0	1	0.0000	0.0060	0.0000	1	a
125	125	0	1	0.0000	0.0180	0.0000	1	a
127	127	0	1	0.0000	0.0060	0.0000	1	a
130	130	0	1	0.0000	0.0060	0.0000	1	a
131	131	0	1	0.0000	0.0120	0.0000	1	a
134	134	0	1	0.0000	0.0150	0.0000	1	a
135	135	0	1	0.0000	0.0090	0.0000	1	a
138	138	0	1	0.0000	0.0120	0.0000	1	a
140	140	0	1	0.0000	0.0105	0.0000	1	a
141	141	0	1	0.0000	0.0060	0.0000	1	a
142	142	0	1	0.0000	0.0060	0.0000	1	a
143	143	0	1	0.0000	0.0180	0.0000	1	a
145	145	0	1	0.0000	0.0060	0.0000	1	a
148	148	0	1	0.0000	0.0060	0.0000	1	a
149	149	0	1	0.0000	0.0120	0.0000	1	a
152	152	0	1	0.0000	0.0150	0.0000	1	a
153	153	0	1	0.0000	0.0090	0.0000	1	a
